里程,替代航线平均价格,替代航线平均运量,替代航线平均里程,价格,运量
143,1046.900024,13,0.0,354.299988,154
914,888.7000119999999,117,920.0,770.5,265
2051,1930.955729,471,2111.111084,1886.699951,26
1643,1776.319922,209,1754.0,1912.5,12
1065,1218.0665689999998,286,1171.666626,1060.099976,105
1633,1714.6715960000001,760,1725.0,1637.900024,96
350,837.099976,492,471.0,547.599976,147
915,1050.5,188,1021.0,663.5,148
1317,1446.5,788,1358.0,1397.599976,24
806,1343.800049,46,909.0,845.2000119999999,22
2489,1517.599976,474,2510.0,1374.300049,14
1393,1668.099976,771,1412.0,1399.300049,4
1959,2315.050049,1844,2087.5,2032.0,92
1421,1854.5,2090,1438.5,1276.400024,75
1802,1428.833333,503,1820.0,1608.599976,346
963,1109.800049,58,1032.0,702.900024,146
1195,1408.699951,290,1301.5,1094.199951,53
1144,1153.150024,88,1250.0,1272.199951,50
1027,1162.150024,250,1086.5,941.400024,36
761,955.150024,62,563.0,687.299988,68
485,365.799988,24,590.0,684.299988,69
1141,1267.5,1140,1210.0,863.099976,399
1303,1140.599935,356,1404.666626,1070.099976,14
